,priceToOperatingCashFlowsRatio,priceToSalesRatio,enterpriseValueMultiple,ebitperRevenue,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,receivablesTurnover,payablesTurnover,inventoryTurnover,quickRatio,cashRatio,currentRatio,debtRatio,debtEquityRatio,totalDebtToCapitalization,dividendPayoutRatio,ClusterID
AMG,0.23693710476316604,0.7267807023810736,0.994844733698759,0.7509565764464347,0.47725395797334763,1.243658117141653,0.4228385525526616,2.1658829414707355,0.17634060739889362,0.15995170322834573,0.0,1.8908401640149957,2.8748320143373456,1.7910203004487184,1.5198468939119636,0.6015117358440525,0.9050259521632865,2.0198819400150576,1
AFL,0.30367209000180706,0.5368928669844152,0.7423510142859584,0.6828504299825922,0.6253469407885573,0.0,0.7467148906781046,0.0,0.8021705123502829,1.3611964791386635,0.0,0.39114629215111507,0.9270480504689321,0.4081014452816949,0.281301401748306,0.27995529202265707,0.5266712589069777,0.7417595669360133,1
A,0.8628032441529011,1.0188208748342873,0.8952991954614511,1.3821161184712178,0.5422623782726048,0.302218783948382,-0.1387402547887935,0.9589837516824157,0.8265269847808704,0.8964871077719648,0.38479637839948394,1.7359923536999637,3.5521382094583998,1.631393039684865,0.7230636745858873,-0.3497388737511353,0.665302181147943,0.3954605307744823,1
APD,1.1390551323639735,2.270938759171163,1.4117075277713507,1.601546885486083,1.6935804716910658,0.7130664045044239,0.8728039353478568,1.1756615858199693,0.6247405946117616,0.4707516479399717,2.845081552265911,2.028694959621765,3.210791182601363,1.1977584517393436,0.6135101154417647,0.6091843226465656,0.5463097565637174,1.5542331741863689,5
AKAM,0.3926298834273627,0.7697051950242122,0.7062025049555707,0.6437547252614444,0.5951559360532029,0.40342184201755354,0.7433822841642501,0.35937688684941427,0.828420096046723,1.302739848763508,0.0,1.1375466410930433,1.1033895912902247,0.9661465943116736,1.069295377739617,1.3804082446145922,0.6804807207956203,0.8727274276070256,1
ALK,0.4198617474674296,0.41097591617403645,0.6801116414220328,0.5096510906389056,0.46899584876618444,0.27101225830911163,0.2167190591990683,0.48346436882822796,2.64315776692626,4.016025172973589,3.865926512975956,0.5247081563485605,0.11126527964619158,0.40983826618640423,0.598406804833592,-0.36427877354404475,0.7262188301710797,1.1111632001442773,1
ALB,1.1738714960984438,1.323904565313644,0.9692576580364765,1.7536663121186737,2.0750623171307687,1.0907140941996603,1.223190442726634,0.9826225112953677,0.6224267405576439,0.728458332529908,0.608143013064158,1.0674086932267124,1.2624112026957819,0.9309774620284176,0.6940564635958394,0.825200979352625,0.677531351099241,0.6720561188235841,1
ARE,1.3264731757267645,1.211703176726049,1.087494262377605,1.0485288535377957,1.0993362058003329,0.0,0.4312263782093054,0.0,10.000462341046655,0.15915546829181224,0.0,0.5410338652936902,0.9117442254881117,1.2277041788995813,0.7722316746002919,0.5608720876973344,0.7834527409477781,0.9336130487921595,1
ALXN,2.3153657302459485,1.2745139103038932,1.5472470915389356,0.548109425222234,0.15839557184041372,0.07061812116623323,-0.017041794302091687,0.1768999153588922,0.6321569026455887,0.35815692198147236,0.4206297159500765,1.4240231595267416,2.153115293114306,1.4313165348178531,0.7903573499034721,-0.310671825147302,0.6101726990708617,0.2233932165840319,1
ALGN,1.3713776691764756,2.0649127645437457,1.51170774977636,1.549128370250225,1.716249510825526,1.183439224852136,-0.6403704823633042,3.9485076801398673,0.6500826481488491,2.3619365373317147,2.1389059287786676,1.1410872643983385,1.7035792381627195,0.9343523130514046,0.0,-0.0,0.0,0.8090690598014392,5
ALLE,1.1067939513911262,1.2555610735674907,1.202834297068604,1.2058488624415986,1.4119986393763202,2.2064653102489578,1.2426466227036705,1.4043902132209567,0.9939047460493834,0.8136244882209542,0.28747124238527544,1.1388199158996732,1.73955299878628,1.2079088273599294,1.5964760683183685,-1.4419124487313233,1.3936022810868216,0.5518518647680131,5
AGN,0.3629703323055434,0.692198959787125,3.8411967117758254,-2.5095203721607477,-2.7221398920573714,-6.729806542230415,0.15698499927691517,-0.34787495316987893,0.6906647194254067,0.17650902580496766,0.856214922946782,0.5606358736067028,0.28453014520887276,0.5615050297880653,0.8027174127169061,-0.3245228696522975,0.630129774967284,1.9544950344470045,1
ADS,0.11810296705343173,0.2203868423442317,0.4517286905215994,1.0998562674280798,0.6693048393276999,0.21546050438840125,3.2836030305864736,5.078613693998308,0.704340945164985,0.5920815201107538,2.3578937476083284,1.1623462462320615,0.42844264122804965,0.9929071016994849,1.6475457657717165,16.195867727416164,1.7645932620948774,7.266738150125913,0
LNT,2.0402485223397395,1.1648906039793245,1.029876063636483,1.072317304733459,1.250356023056876,1.1329916374426758,1.230686115613182,0.984957185836612,1.0392273348072927,0.7508691122443384,0.730338743789932,0.4907337467237946,0.11261422076805684,0.6729686242960579,0.9703107433556684,0.9822381116051735,0.9303041044566458,0.29457637995938,1
