,priceToOperatingCashFlowsRatio,priceToSalesRatio,enterpriseValueMultiple,ebitperRevenue,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,receivablesTurnover,payablesTurnover,inventoryTurnover,quickRatio,cashRatio,currentRatio,debtRatio,debtEquityRatio,totalDebtToCapitalization,dividendPayoutRatio
ARNC,0.1679048881980624,0.11913290715095634,0.05709748378547624,3.451350521831318,3.603534334341703,0.8905266356359393,0.3986528211194822,4.686071802528569,0.1247533965861877,0.10518409648235678,0.004221837219118043,0.9957956771602486,6.2870429673857995,0.852489886756017,3.265251002496438,0.47941153976784595,2.173247450433172,0.005896537869974926
ANET,0.05003029011088048,0.32587559446155656,0.11766110801561029,2.7709456789286624,4.46863428249718,1.3715960234565643,9.67147298723057,7.676271226752864,0.15330012328069642,0.21896372801208525,0.04011909781442722,1.2717411344042358,1.7802569252290468,0.9528461374266689,0.16109154196045905,0.13154033957496852,0.06982894321147276,0.14114735658525213
AJG,0.04904838924526232,0.22142362574430874,0.09140356758523051,1.0359603729546365,1.9837049975475436,14.333919594668844,5.0649314957388585,76.41529619236829,0.0014841767181925584,0.014974262095245734,0.0,0.902195644375447,2.4224122451886867,0.574058446866711,10.30247653893461,1.0367966379727591,3.1617697759561216,0.03753462422786312
AIZ,0.023432224937754553,0.07813350072370893,0.07282722435786738,0.6696319734185524,0.6763668640338734,0.0,1.7662509690396162,0.0,0.0007061129564376664,0.018618483809040166,0.0,0.5638955243838008,0.48419550080298557,0.3204374857572971,2.2749359959276427,0.5069644869040633,1.9242876131383702,0.09987759886653304
ATO,0.1621004834561114,0.7914316315343425,0.025710876728589703,5.587855698590587,12.617533360661481,29.35008559943021,10.37884233878865,38.840898051694076,0.17996077531391416,0.3540330383790651,0.039474534190299566,0.9960021834940078,1.5930064874767802,0.751230219882994,1.8949783607733657,0.39886351017254523,1.1132909074417157,0.14055733905085854
T,0.052030304131545635,0.14035039134436927,0.03429939680946694,6.662510817411849,6.681377798643505,1.1254230223447956,3.0432321374360716,1.8335329481128608,0.13989006931560052,0.03563206317717736,0.03916691636844617,0.18869230853333246,0.21975223472391053,0.23004906196707792,4.153961917713491,0.7697305565918174,2.7584328121776136,0.1805717763008452
ADSK,0.1354015602897973,0.5534044472222529,1.144933239413234,-0.19907822425757954,-0.9217770904212581,1.3880332594234206,24.21660981312439,-0.24732059271604978,0.11621567685992631,0.20150135058517513,0.0,0.20918677410059738,0.63961076065004,0.14986677407246984,6.183113619247532,-78.91623160318868,4.776651100318726,0.036126190617530696
ADP,0.04266559953260445,0.22536728895727745,0.002545790705347684,4.526480608957313,4.741883133404845,8.446912927412264,26.8399178456085,5.8330328470766455,0.1307828716371275,0.7194231260602387,0.0,0.04569846741644777,0.09924447730954285,0.22416152428737315,0.7578306452226812,3.3427190535626847,1.2686068340106935,0.12959880305122173
AZO,0.07812057161492539,0.8012526834451419,0.013141237529899532,16.29243746879622,23.140428190321032,26.313951112274236,-48.34765139499677,19.114414548920134,0.006205098950749036,0.04152739327373415,0.0035903086758359345,0.09674699182806414,0.1910701231795998,0.3032325705415695,3.7953567477316206,-3.2159998033431703,4.033760237370591,0.42548568311244095
AVB,0.06892307732060506,0.17743728326636074,0.06353085504998601,3.5177092284369325,6.314010480897552,0.0,6.379679880378286,0.0,0.0,0.0,0.0,0.46445260581251213,1.4156703085809756,0.41759601256673856,1.5925878052160636,0.3740595555094612,1.3329851407816518,0.29162941714912316
AVY,0.10436274091166174,0.3241987390701169,0.13069095107724205,3.7694418471916262,6.656757549752112,11.802443950044426,19.576686392461173,28.12417627268396,0.07772293304187629,0.24006819056393014,0.1541717719584211,0.7727767016511492,0.8417330540417518,0.3500027966615784,3.6171428098877416,6.197374573508848,2.974083166884993,0.09336550752158546
BKR,0.04358904173858524,0.02204317887125289,0.08726443566305171,0.8630243266190522,0.6940487674513901,3.3637717401882905,1.0972330838852082,5.706216085416323,0.045947064799936044,0.243512177696776,0.0032807803604968477,0.8465562582244598,1.9233093166930832,0.6876473445484155,2.2396015264558415,1.3072478856725986,2.6899160029870335,0.023394109543546343
BLL,0.06110030586709132,0.3994080789058683,0.14854182436194668,3.5702468764959647,3.978467946263974,3.766737430865242,5.252184150654172,8.859564793887024,0.08712728700844223,0.13235556750503313,0.1129638006063922,0.6677817638810232,1.2737755544370855,0.29227664096218614,3.871428520851413,5.858093453119045,2.9188098150993,0.08084640179625495
