,priceToOperatingCashFlowsRatio,priceToSalesRatio,enterpriseValueMultiple,ebitperRevenue,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,receivablesTurnover,payablesTurnover,inventoryTurnover,quickRatio,cashRatio,currentRatio,debtRatio,debtEquityRatio,totalDebtToCapitalization,dividendPayoutRatio
COF,0.007648917015710497,0.18277658205010483,0.043015014322952766,4.105930598717129,5.877679217744379,0.0,4.187201889943204,0.0,0.0,0.0,0.0,0.0465756353883775,0.39663269605504514,0.03317664905728943,7.370233216314759,1.4729618030563771,3.474831635972311,0.2468635837719055
CPRI,0.06292538925987536,0.4766190143224622,0.015038767686256484,10.98979597043524,17.597788041569252,43.13041950646546,11.451568553181199,4.796022605530994,0.002308658456640994,0.19511743017999586,0.008115202856333856,0.39551283373730417,0.6663537825130351,0.3727233679573458,2.783934934327376,1.1183692778496692,1.3900612106533385,0.023126191046720663
CAH,0.010739054901189293,0.005723431804534878,0.0065879894501352804,0.621171884688298,0.6659574438576227,3.8229946931667174,0.8658416747916532,6.196961321099676,0.28507641654632254,0.0904910417925566,0.0261251228863098,0.20592861548505909,0.3597495866520018,0.26324088646679517,2.311606717181614,1.0004875687717867,3.0999469891343074,0.12374301667057101
KMX,0.3983916184152758,0.20424019105228566,0.11356585987910747,5.704494484859288,7.869004430076963,11.344746291687342,12.855474496613702,2.4909124670372838,0.00022241050883515037,0.3713758906905108,0.009254959573457424,10.939285934130753,0.21380314809452303,0.8149375333304679,5.462543488656878,4.469560066408102,2.18771760389317,0.00466176979579658
CCL,0.04843157029750782,0.8137277811436212,0.06039407359672984,15.705982641646479,28.339028855832062,7.083300323613881,6.609630171634786,3.4837936601920054,0.008359111210029127,0.28839835542689085,0.056407580160240445,0.1599853287073018,0.6373759481026215,0.08046302858668838,1.7566420225672867,0.4470724593297192,0.8034594556860407,0.03818798447752473
CAT,0.05113318051093369,0.28078400871853365,0.062094485916355774,5.851571014808563,8.836026256536101,3.1217094904942897,1.5108665078191488,7.232522396185573,0.022340076018692468,0.1273508935010386,0.0038040122378248556,1.3081947349620902,2.706179408984065,0.6236396604717815,4.489961213119732,1.0957917753048996,2.9501987125711886,0.14559367353900013
CBOE,0.05691689239539514,0.449698679252427,0.07185717479825929,2.753553094640923,3.344581257509504,50.600745141446964,4.733984267324104,86.77114945666929,0.010500033613195445,0.134448520249352,0.0,0.982021952543345,3.846517457228926,0.6241185199584053,10.647446341595769,0.4844844102676445,1.9368382671070536,0.04309003692563087
CBRE,0.0449742080787176,0.01077705794324771,0.03130337987260369,0.46738176875950244,0.7374569231962858,627.2772772401407,14.978681333101907,733.1308910477348,0.025449607812506755,0.5830010982721427,0.0,1.3497739115584602,0.6050053968595935,0.8181627133180269,0.9613741529137179,0.3545119635737606,1.2983188580285294,0.10328722579287188
CBS,0.12533406622556417,0.1300929515297405,0.049746905287519884,6.562982230927095,7.953922077654933,4.55603371886959,20.22071543790698,4.979708802261065,0.06606702664298315,0.5370205356892996,0.0024270175244787027,0.3661243348562601,0.19154525544007905,0.42550428002933216,5.8047831799804674,2.902866833104248,4.4145258675131425,0.11483121957484853
CDW,0.021253528650053984,0.03301898993589927,0.0282977374900752,1.2463036222862887,1.1607145924793896,5.10650130703669,41.68215220771137,3.441489379775221,0.11841107278668865,0.05719398026061107,0.1996487492494629,0.38406570053401945,0.12196723662888324,0.28845096430141565,6.269962972304476,26.229940925427965,3.2931998527902206,0.12589328387660187
CE,0.0473883054239841,0.5011671500386301,0.08253717150674626,10.01962344344126,17.19982498497298,9.12387511031803,16.180567318656607,20.72023977150454,0.0722527123762349,0.28729358634594754,0.0998460632433176,1.0893383094746958,1.7852544464297826,0.4909761453169363,3.610476143308169,3.562301240082104,2.39488615484432,0.2064931523618997
CELG,0.017871479935221618,0.17233170896467592,0.022330344818872506,16.137830518067027,18.827349953959835,7.107208124272727,2.639731791251989,8.983802886310976,0.121983508152471,0.5574831246837296,0.06900370683459713,0.9037365442974108,3.5762939018754603,0.5508833157802314,6.734425892533688,2.593731108672331,4.250587794961425,0.0984537971129415
CNC,0.039566936100092105,0.023146404392261687,0.03197355455156518,1.2638283821204765,1.0645535854601522,5.8168214010005155,0.3312226276826008,5.100851399564126,0.22344016484697865,0.2012248802127304,0.0,0.4236071020701105,1.5291877441892072,0.24697319123570105,2.550901038236111,0.4827819613236484,2.105176530758327,0.040975818454887486
CNP,0.07727008631070575,0.22795605743704347,0.09913567767779992,1.7783268790605422,2.4881478138040873,13.121960516375925,5.335355398004963,27.18862863618585,0.10609289654523932,0.5303760519515052,0.05387925672042413,9.064463275471413,100.55792989463188,4.216007065148095,2.2926194023412703,0.6958577622042764,1.4880437790635295,0.0808937167559182
CTL,0.025428105980197853,0.08058263179456389,0.05005195847232842,0.9240165807499978,-4.354093559033741,-0.5528670130763097,-2.5283126312919455,0.2864895231426345,0.16664515458403897,0.09550407613648272,0.0,0.2023151683666082,0.2547667990217244,0.19920288448527676,6.42431049220348,1.4600635828885464,3.636095828562507,0.1988553129153927
CERN,0.02450466821062689,0.18920231749734498,0.024895637532108456,6.603628487125105,8.348709323858824,2.277218930913547,0.5137166482747134,6.970685971595358,0.0767174960800803,0.26603178177123266,0.5936591047546185,0.9201529564615567,1.3317379818718713,0.593770875934934,0.7791800306257252,0.07095097406781246,0.4577933029058673,0.06007604602888314
CF,0.04115379318671988,0.6756027583581581,0.1058611218833195,6.478622720933484,6.676036605949809,1.1463983485242042,3.920137446794432,9.650276459061525,0.21025613918793531,0.3078570310100353,0.2059488839412515,1.40978027341458,6.998529689468438,0.5490061228884306,3.5342856681130614,4.7812446797079335,2.7115190736239936,0.11456236675338351
SCHW,0.01248369354608456,0.6279038616521755,0.10363082194070163,5.621047053381068,7.515448244465307,0.0,6.104537463259121,0.0,0.0004464394383114026,0.0038574474523675097,0.0,0.28326795103633434,1.2866696456078357,0.17383302757593647,1.0815269488836332,0.4299637646321922,1.7715405260814452,0.08325370660469188
CHTR,0.06054929848965676,0.1724957539130484,0.049947434360710405,4.002254993663196,1.6603225493837444,0.3756660473467233,0.9806613066452738,1.3491052089807696,0.4563246043193667,0.036274887389499216,0.0,0.07925581678095915,0.17205698042344586,0.06515173935408473,6.237826513372715,1.611312265472921,3.7613504397563,1.5264010241244892
CVX,0.3160345174835571,0.3820715760805095,0.112455106903735,3.7376255316294533,7.256475976351523,17.70184878274088,9.395058280767095,18.109727892137066,0.11375987308058239,0.4272683543212217,0.019286250269210794,0.7926732215118174,1.765049102051673,0.518635226129287,2.205471169376325,0.704485931621531,1.6755134799181564,0.23401265491905376
CMG,0.11865826926665843,0.8666854494016725,0.1650028677965653,4.812496700875899,6.160519631239042,6.446312884439972,6.276586790893498,8.459812271499587,0.014042548062401346,0.6063453269257796,0.29373903634773146,1.8786674954244864,3.7192182046179867,0.6021427469855067,0.0,0.0,0.0,0.11148871250743786
CB,0.030117125552724684,0.20638224624958776,0.0628077938032648,2.0216017344155692,2.629391783166528,0.0,2.831037703939263,0.0,0.0025572196458955973,0.020537515456197874,0.0,0.18175407696545046,0.12218247203756875,0.20635292166626784,3.9811379928733746,0.36782056427519566,1.4598881131749035,0.10714576530067062
CHD,0.10001398108447934,0.7102217457363662,0.17778395482221238,12.423713752118449,19.98904822756736,33.95201520335741,0.015121260688945625,8.8048403744,0.01900127901134298,0.15900582694401338,0.09122533321987387,1.7416612590743266,6.221457139073586,0.7525684587873234,2.136354500809657,0.002910367149743958,1.2558383585079653,0.10960721179611396
CI,0.025298786656505767,0.05586516033440768,0.03729406113855315,3.701855361968047,3.8542721289779323,-4.278886530295007,0.2584662009707674,1.5761057695282414,0.06218845089741454,0.09200363547397905,0.07197992955408651,0.3102114496361325,0.41418000647965403,0.1579938279262319,3.2676052116407113,0.8161727050267362,2.819390397936691,0.21112400066867706
XEC,0.17689311993891257,0.7703800571398478,0.09142412041906078,13.619453840530559,27.565414969752055,35.50881543236264,23.296609584634155,40.27387247654363,0.05781563005981633,0.3401517576688306,0.029081536072839833,1.5415664299002605,5.264380848753696,0.8322189850588957,4.071264023056519,1.4405631606251932,2.8784141668831085,0.23692468778189357
CINF,0.02957814140459719,0.26432445323226855,0.18695237241863435,0.7018985317950764,1.1524970805171395,0.0,1.3165944086934818,0.0,0.002233249663443302,0.0,0.0,0.6933145920936014,1.465299837634913,0.3855788588854124,1.841392865556186,0.14289060206827064,0.6833694241010589,0.06538466670283857
CTAS,0.09714414371073458,0.6896348680895401,0.10532647914536326,6.794996935493756,10.100092040486656,4.239734050807716,1.01981759013812,8.181790960684928,0.10276613934645833,0.4888415857718035,0.016788116379570672,0.828929821348099,0.8329120883300849,0.9040039815172095,3.6953460843373733,0.4006070544054082,1.989899013410231,0.13407894694811168
CSCO,0.02438160966084887,0.2071219259145414,0.0034563586674592494,6.083424902065541,6.5638181554144825,5.6352323973039,21.884078092674663,4.839084049934785,0.06925194876872572,0.18177771598915818,0.17108743416062136,0.5204535299320917,0.6155320049343604,0.3205956843084369,3.5328075549937186,5.857132574892689,1.8187506282360613,0.0751274614775084
C,0.009539243107239937,0.19795408262622602,0.09698259346698225,4.010113771545015,5.377962730191648,0.0,3.3094722841475495,0.0,0.001888230243265223,0.013181227475426667,0.0,0.4239036580050537,1.0753010322893948,0.28016090250614684,10.750004931576113,2.910911532730746,3.991181755120949,0.13352902025181118
CFG,0.021827471723062212,0.27196992063757924,0.05993834619126006,4.634737006253724,6.3319421377710805,0.0,2.9245662684912586,0.0,1.8504369346212015,0.0,0.0,0.03485319643820106,0.28675376531587915,0.02613848953775504,5.006723892676819,1.0701291653991731,2.9077414066730816,0.0332486854988198
CTXS,0.021122545207222218,0.20481919876069513,0.04076405340364706,4.882927375138469,5.67490250186601,-9.050524759306263,65.98093793510635,4.540432768164461,0.08759918615666805,0.3020025633430925,0.8837355913037525,0.2189644070906405,0.35310165730260623,0.15263420029823987,5.174540486973354,27.424964980112073,3.326987716731652,0.15961204041803542
CLX,0.09253175127328124,0.5695267015238952,0.017243608145802034,11.630870004561308,19.232984750766764,19.067565462091185,0.09573317783605671,15.812956976968119,0.015991314980628668,0.16369692902726243,0.09583318867494911,1.7979966795548592,2.0083819244986394,0.838655625659674,3.226682892351913,0.016267145885537557,2.2496078004276137,0.2736691639434802
CME,0.0728316192918283,1.6877199145871533,0.10536528908955745,8.499637875910775,9.886458942751435,36.01131548188472,2.7231201294561904,50.362149559021624,0.009032218048871565,0.8136597263158412,0.0,0.9827621948691927,0.27748110599841774,0.5522931976964093,26.39018990357866,2.1861228549703497,4.463673439272274,0.06423682437767539
CMS,0.09636042527226467,0.3491845968882956,0.08304118104308168,4.800144351777914,6.8438790917815835,23.20114757967917,16.13448831519225,42.200110856164905,0.03890618008958437,0.4778810998535548,0.020924680692369677,5.481059028610999,5.203982026141396,1.865191654115824,3.044776141256,1.422264817154276,1.9347887187715753,0.10220713317353104
KO,0.12986177680887803,1.1505097657017724,0.21979238742412216,18.166423700857568,29.437023713264036,23.407469628224426,0.024727862214249018,8.822718222875938,0.013726278636934793,0.07909321023329499,0.0873435878663224,2.4004446329030715,10.050000279464228,0.8016288872199534,3.269139246198649,0.008824645333397396,1.96400692467205,0.06056517326195379
CTSH,0.022460096809053243,0.10055683040598849,0.026531470654689724,3.5863732601361797,3.8197962542811115,2.6299577546970077,11.624731257200667,4.731756245548575,0.10270491320537767,0.5212050243184643,0.0,0.9430270087772358,0.6945327761465493,0.6652466888870286,0.655572535978216,0.5197836448659361,0.26289044879018636,0.09339502091730116
CL,0.07967225834575246,0.6039321588910912,0.13710993603508356,14.305671352585588,22.503627949239085,11.579349314167644,-1.5355813174556634,26.432398971675937,0.017097698117740673,0.3207464230064275,0.09875960863006335,2.2204155309562106,5.661688421720925,1.0506337032270752,3.221145107067556,-0.21153051412180038,2.7625747126917934,0.12416441961278536
CMCSA,0.06963404144744759,0.1891222677183128,0.05052290513352574,6.963206830661688,7.3111119936694235,2.3886690180348253,4.738416579011678,2.765926123431617,0.1669568745743308,0.10423264884908633,0.0,0.20739529577640153,0.37587300392540773,0.22831936977183676,5.556972255091263,1.252698748963154,3.434385918415352,0.16097107755300438
CMA,0.019056305796861458,0.3784733234097777,0.06361765428736713,5.756409815786855,8.05503563262146,0.0,5.9174803341551305,0.0,0.0,0.0,0.0,0.13322762654497194,0.6692559488774219,0.07536748869362384,4.284152008724392,1.119869564853318,3.284912494134558,0.09004255426568442
CAG,0.05795190740870664,0.2636418186625829,0.14263067193691253,8.709369773037485,10.364548138274591,4.8102695020580875,0.005997599729452322,3.4325469073803037,0.021776186123592844,0.24812652394477738,0.0586791160098441,1.7178154032404735,2.8771298368495892,1.1811529562270906,2.9577926513225874,0.00490054717807708,1.6069307407129365,0.08162396626907756
CXO,0.3745752894724985,1.5160265058097322,0.10323770229884731,21.375212958690128,44.84127328968636,21.486091990452703,11.93240978725164,16.00743775540474,0.07271572197652468,0.5802978053100155,0.11088330807629686,0.7640381070648667,0.0,0.43040095842518306,2.6914224439846683,0.7326021862916279,1.7302903553308768,0.1865511925271621
COP,0.25833629318306967,0.5666717342283943,0.10530181499376551,8.039309760668562,13.155481301482503,25.501594505302474,19.19178224402788,37.721091596225804,0.11113993122591198,0.37614345595553506,0.024523522328830986,1.2456601892005945,3.727170042053789,0.7435704719665096,3.4764206568135303,1.480368195326679,2.9326690061676044,0.1619274281839612
ED,0.10306683276936224,0.3292755474174806,0.08591730318992653,4.53895853700871,8.020136902570842,22.25028087559396,9.643333826591029,35.061783646664374,0.0942714553001722,0.4589459705044408,0.07175415297658205,2.3368878855927977,12.719399388624332,1.2348718390161089,2.435947752252509,0.7110749850945333,1.5025339635294814,0.14702244270649634
STZ,0.06743628456915689,0.7196232369936814,0.08531398932007266,35.659539421610674,61.70247161299506,12.411373330603594,0.017868800934973294,4.8895915581693385,0.01584036535576571,0.30454265991537943,0.030234439643556762,1.0372829765622809,0.7708194264112922,1.0774780885958728,2.8661115393926795,0.003677020287361384,1.414498216664808,0.4153720060456322
COO,0.03913121232025776,0.29449230833272066,0.042392429044896235,7.243296819158786,3.927642144826908,1.0237964106517372,0.17003297513317978,3.259673296069772,0.11660792057010025,0.1512693522589535,0.012380364731135527,0.3813168367168516,0.49629356939058145,0.5010943091638524,3.9006153121641827,0.4821512859986012,2.1033036787765123,0.18579523047915567
CPRT,0.12284377566779581,1.7825061448174822,0.004623926005081664,13.777847131070917,22.793214823248015,3.927076475181436,1.1513176526601712,16.212904371449326,0.07262314366548052,0.12036666949461013,0.0811822929462441,1.8227378203174691,6.421373586963331,1.1109721144515579,1.5188335289225898,0.09522384519424727,0.7522729147770115,0.03683530838168483
GLW,0.013120042870441327,0.09447798362821039,0.024637405327346193,3.0704534500236247,2.768070410833978,0.5232520116115921,4.886306287012569,0.9122863372827874,0.12434111779939067,0.05624173080031105,0.032052384923994016,0.4373154104204123,1.1815936166023744,0.45215486950273565,3.0551361131805317,3.467084465524473,1.3014697890486888,0.0764779732762946
COST,0.09530928855001758,0.15295153378196885,0.019863402829097637,2.0561709798338796,3.4923593097185397,3.6186773177151457,0.0156629372695164,18.798557672449945,0.15098162048123698,0.42459595143887735,0.10685907244360107,1.6486565766215069,9.400631534248724,0.9358508140639409,0.9248101424875905,0.0015170377736408475,0.8405255194701374,0.50932607886289
COTY,0.06421917100749637,0.18311995543745413,0.0,-26.218595038404718,-63.77307751076037,-56.66125362180896,-0.05384134686396263,-14.320156629227208,0.010157658439492623,0.11835302308284429,0.058977409889389,1.5470416030869074,2.8504219092602403,0.8710540217944297,2.6692125070599926,0.005662794263179463,1.700514279091722,0.030002437025209442
CCI,0.06713980950754957,0.14002087477859362,0.08026286587977358,1.651320166216142,1.8314414855307373,49.041498629597285,3.882073471375228,253.47142451590352,0.017370639118941666,0.8405535891662148,0.0,2.1406491685014135,1.1701592714258113,0.6094047014147158,2.1156884472426456,0.7831465878979235,1.9561700939976703,0.18768539625537572
CSX,0.050553163411881895,0.877575532759057,0.06973599234618483,15.663458504480376,21.247920044061704,1.2335983723153585,0.9101188537710402,6.667481583983575,0.15817658424839492,0.21036819296471357,0.028895529495860665,1.0284136549960246,4.354562922680272,0.6104192290728913,3.8747130915625174,0.4951555531798381,2.206018381271917,0.07110245197297309
CMI,0.040352107092321045,0.18496951373437953,0.04476517208135988,4.606687739456971,7.084757052495617,3.458698394963081,1.008397847866468,10.321412169556494,0.08120584396243069,0.13634864164012936,0.005141591403606596,0.7841017036102955,1.9837073324610488,0.7011387410859649,1.2526760343304406,0.14224483967403073,1.029969085969449,0.19445707887611588
CVS,0.015527273627054635,0.020161288009609,0.04196414387812163,0.9157850364779695,-0.21707290622956404,-0.5287001157851422,-0.04100085925197243,1.2178999128172774,0.20098936863262504,0.308194706633589,0.027649887235210766,0.248783903086581,0.3160566330097816,0.25338167723582905,4.406316118727626,0.9941808155213145,3.0913088130515214,0.11580697780923002
DHI,0.17949001810981452,0.348178219708542,0.05742144548501813,11.171069010080922,15.427800281736198,0.0,8.326084518532191,0.0,0.0,0.36099042121814684,0.0020465859700083025,0.5718451159247876,3.10876031852557,1.3871826680281556,1.637608784898456,0.3775184442268005,0.6001510480474667,0.007224969632132222
DHR,0.037056936171959765,0.21350045970653567,0.034436032167284074,7.674531477135695,9.475631323034126,6.233508780390501,0.37785105585151063,3.6107150356465167,0.09030127808218706,0.1661656543888696,0.023925041309508028,0.39951495494204625,0.5576008110003928,0.3610935380841338,2.4000159490983,0.27213640275787626,1.4223799031450308,0.07829388536722186
DRI,0.07102825713221636,0.5998589231353261,0.08664571898612008,8.478601817404318,14.230064841897196,23.05257542370381,15.279005559546459,7.623701793053505,0.014676794728167308,0.3531011338551331,0.05157724218203159,0.40672361296199533,1.8532544410335041,0.20149006332038494,1.1355049460044804,0.4104427953637985,0.7560369069052453,0.050803858438336395
DVA,0.009942874345609358,0.044012838004072116,0.02302863145045213,3.5121796937591085,0.9937964838939974,0.2576292937088617,0.17284675959164847,4.756973777121601,0.08170797644074182,0.2896641860215754,0.17791293269398104,0.25394619483026476,0.2910467793776275,0.42443895739309107,6.231082665488022,2.150445189579765,4.055723843964699,0.1414739740921717
DE,0.10317730537866653,0.23035640560561593,0.06440689366348014,5.50603201865096,4.986900066557815,0.0,0.726018766240168,0.0,0.01490531508228165,0.060273492544289924,0.0055660818129935445,1.4085386943944476,1.525606824415915,0.3819167712512499,5.812069637343777,1.5800573674651828,2.929425554898368,0.07408551455159322
DAL,0.021813025474517564,0.15775786930774213,0.04049403312344964,4.771229743338988,6.965398659607441,2.1667048334256935,0.994901788818152,5.816153426932565,0.24219347348234685,0.195353914506832,0.027920055328206284,0.19387274723274378,0.8187313962493336,0.15545403817315606,2.6442168484480897,0.5096755012059113,2.2353611795961017,0.13431922003432972
XRAY,0.03918771412606685,0.14001253553044407,0.0,-10.22567138055653,-18.034174530490162,-6.48889781937146,-0.7934872172881723,-5.759950175912301,0.0876134842910017,0.18617382427382392,0.014715780421745081,0.4513993780111981,1.0470086386772137,0.4591926699322466,2.2491308599604896,0.2551081689816013,1.355135657247681,0.030389887256790076
DVN,0.18167376345295863,0.3005943615286524,0.05936026043291718,10.377542280510431,23.242434397009802,52.643027733946745,32.68187114143799,18.83051308187387,0.14010852120467676,0.3842998480133135,0.0,1.1570142746624448,5.0532960468876436,0.825591058846381,3.699080605379894,1.531862010059553,3.001046842606278,0.08434234399578198
FANG,0.2792836114043035,1.3186773801315945,0.1570286472693779,14.780019788487529,31.640724084166223,8.766830097865732,6.044578685331906,9.640501912729682,0.0839957931771795,0.41852217024515603,0.061779325877967986,0.6479161286104548,0.9831661388937529,0.3761348125602177,3.3707790753769338,1.0327195114218766,2.2643731918818455,0.2183864003391208
DLR,0.05914119731429185,0.12156541579604324,0.08598072694325778,1.4451616173819526,1.6093952882169313,0.0,2.337592627924868,0.0,0.06039871252420335,0.1207948314107335,0.0,0.4127321470236093,0.37387713560712393,0.4686259631908933,1.9422918115311316,0.6362006727974691,1.7698826648258204,0.20830628395078818
DFS,0.010583386266626835,0.2928985369028584,0.06766329062422548,5.765394632597009,7.608224345624738,0.0,8.690961998370087,0.0,0.0,0.0,0.0,0.1909267487552271,1.6259099951367937,0.7262000584388436,11.584458913688916,3.1606470967433746,5.041016013606038,0.13920966849369013
DISCK,0.05491147171060938,0.14160805269396945,0.05159312407929784,5.562909125779685,3.3153004308306997,4.5245313249621075,2.048106799719333,2.2085737784086734,0.08337893344845644,0.26901184368744807,0.0,0.34620724961542726,0.671057135159908,0.30529067246006963,6.456851320724285,1.6076193570871031,3.7584926382327106,0.0
DISH,0.050655251067845394,0.09891679587267986,0.05194074013447991,5.50067129751521,6.8108201053737805,28.11273632303697,5.2996209845844895,2.838850729322469,0.37082703161485897,0.3040327914699517,0.03939283767024734,0.2176329661077971,0.5053978694953682,0.1986263204201964,6.200279403541018,1.4151867179391489,3.595676255117174,0.16238469091802626
DG,0.08672379864733966,0.41473550151394956,0.08237200553649583,7.1997246333363165,10.529603798385354,21.92510765636599,12.691514678402607,7.71660295732529,0.0,0.14609666237297078,0.008315122886026769,0.08580412389372896,0.46646276779910484,0.5140324057645465,1.5654674287355288,0.472586184808872,0.8351124340335551,0.04034494508746293
DLTR,0.08162062696806677,0.36103986973007274,0.0,-3.5883792789273796,-11.832074451705056,-17.95667591031253,-14.443835235533689,-3.1121890031048585,0.0,0.23124206178958528,0.008511292070884916,0.23422799961450788,1.2733495319123724,0.6812758081575392,2.278945441186883,0.8002417049664569,1.1648435066766316,0.03703614156041751
D,0.11441021535794757,0.5974932644527446,0.09391132824613356,7.277722066919123,13.107377729492683,29.79382339466997,14.208156497531816,32.85730024373039,0.10374481232788559,0.7230371444752142,0.01858225305545085,1.5874841502666501,2.75038864414465,1.3379430037493958,2.863396017032043,1.004566404687375,1.728122909839924,0.12389634862004867
DOV,0.058136316803262963,0.3042663464541711,0.07919314567347349,4.638272819136392,6.415422096449633,4.678914536415058,0.7128687599879631,6.238050566710057,0.07401140886096576,0.11744555687230009,0.00734522686687434,0.8272429488103232,2.1072930785216717,0.6245514143613601,3.6471291469112597,0.482366180354547,2.1794507997232393,0.06996410899072676
DOW,0.058970804590222185,0.18501378408881947,0.022776273953493468,5.054650538953722,7.609980683833554,3.617523677565267,5.540194248786008,10.548812442214368,0.11127499206349599,0.41165610004073,0.10716326504950838,0.6155811547687663,1.2675703068595532,0.7692769801624274,2.2628571132947006,1.843317036509991,1.6780904441798463,0.09222449418873506
DTE,0.08734311270441557,0.24087049655393034,0.09142869400696368,2.6908576181014694,5.64216943762401,34.674939142307394,12.772163688003129,31.387644641774397,0.12023241454162369,0.5772905289364034,0.035974979499060866,2.092740953625567,1.3439300414566209,1.4568712707493419,2.4892202362903144,0.7988754899971854,1.5801618666896988,0.2517785475738204
DUK,0.09987052792642478,0.4280189735846418,0.09315280957825693,4.570790194616628,7.784043754328085,19.587854104155365,7.098240879621483,24.459268232553292,0.42263865501735115,0.36040247721499674,0.015581369814752086,0.44074643237307726,2.3061944675645862,1.2804610080327548,2.5272720106030326,0.7593107104825175,1.546447700049242,0.17259038025677767
DRE,0.07141421001179442,0.16497357194581616,0.05989352586144903,3.387260192028952,5.9921954936762765,0.0,5.732667635149081,0.0,0.03723177021253569,0.6140944901799904,0.0,0.0,0.0,0.0,1.4166962538828014,0.3224222750781596,1.2112705781664765,0.041969826563965196
DD,0.07548532932971035,0.20173028157212242,0.01760004493455085,3.5104137283819954,4.55855805245422,2.2127307806435432,1.6320572227470698,6.451488359037407,0.10528759625496001,0.4729730560868398,0.11065960846219,0.1776314736821877,0.8435309049474569,0.5250041949923676,0.6409523725788441,0.40340434899941013,0.5222887367750453,0.10979894759783332
DXC,0.015642305660158222,0.037430344636754216,0.015157331305406627,1.8528017382373057,1.775694536076921,4.111135351265947,6.965989040475876,1.3322647022723058,0.08032384213621319,0.08910372555562229,0.0,0.2881592047415425,0.509465715232193,0.20415090388565138,3.5103948187209593,5.182689379253759,1.691716926022474,0.13937743118435844
ETFC,0.01834570066741148,0.4404764759875642,0.04693307690939461,6.161659933242302,7.950499551256199,0.0,5.766395729878829,0.0,0.000267327859117458,0.003227462315674324,0.0,1.3131824168738413,2.5180558215786193,0.7771757748861459,1.0116006375333984,0.27738347435856875,1.2169361554416886,0.05829038847023669
EMN,0.040708996751764495,0.30053938256077195,0.08063258679652428,6.701450672255391,10.84779134958901,5.524548231935689,7.444261008657589,11.950528575932802,0.09103697670808572,0.20555147376395494,0.08915336251521362,1.0007068084848982,0.8833108621036029,0.5523481634815534,3.6723809044041946,3.1998394220259176,2.2767508646484833,0.19612790955817447
ETN,0.050065716505199975,0.2821773760536325,0.06455606090098207,4.839450590122166,7.808153992407162,4.421002450684431,0.46094232441940136,4.836749352449101,0.07082069990338642,0.152751350171578,0.0059883254488657415,0.7743154792252049,0.5336642186990997,0.6715067396746595,2.3327354326753933,0.19707452713295234,1.3008000016174883,0.08035624821157991
EBAY,0.06250186658015731,0.8837991749767694,0.06873161702422907,22.076654234557434,39.96662097496646,37.747875645445916,20.638442117321638,5.376654882229661,0.00226388269469292,0.4509978233119676,0.0,1.388285134574023,2.953438259147705,0.5319869658624026,2.9181178567904213,1.5559137899050162,1.6102515273036282,0.013535651472175876
ECL,0.11465256961107086,0.8646988243635774,0.17526810690656347,6.066302812806852,9.933726357760928,10.772505116290937,7.14425048977026,12.885005998411756,0.07210991028454013,0.4275315771586673,0.13309187623730184,0.8167143151659323,0.22514731369307944,0.38554995569751993,3.3428570991853532,2.650125734508811,2.068733632898075,0.1404852640487039
EIX,0.06791447870473556,0.24929814902915104,0.1584643463027438,-0.5219946926601053,-1.7082815738159771,-4.81772463403174,-3.058781431678994,-7.243302609640245,0.17898403229442705,0.38320545310798465,0.09721718659573811,1.270803498204909,0.320257883213434,1.2804610080327548,1.5347548972796332,0.6812721976226715,1.473753926937642,0.1657154686103433
EW,0.07124403427295192,0.5054189865912212,0.07612784989254591,9.405444891109552,13.79440176306367,3.551923871090436,0.9245291792111431,9.614245194122274,0.11655063189249062,0.05927070884332899,0.014453908911527032,0.7705912984214008,2.7915468613045973,0.6430669220897646,1.3143505811613971,0.1490758799580371,0.8813561835545082,0.060419727381874705
EA,0.21716118015465508,0.7169823510472795,0.16799870640314246,7.690256559221054,12.12498935561177,1.7586211398851845,5.528152675513624,26.00283090050966,0.17296761088430845,0.4433152142994037,0.0,1.0280682565666135,5.654379835687247,0.8120904856657375,1.3892430637728157,0.14972335085979763,0.8856247558421458,0.15388794022293734
EMR,0.06118218917152955,0.4586842322968967,0.009617400776442726,6.361909067634427,9.87321536438172,5.838302355760754,0.9692938819059633,9.899515029779002,0.07818003943414933,0.15655600920433982,0.007451499254122061,0.6959313770656118,2.4297750598592462,0.5447729490232301,2.6914694471256815,0.2933113919569257,1.6754641190983461,0.06416473072938646
ETR,0.07624936852327135,0.2415870176145766,0.10083418511289446,1.0420360280438195,5.60924485566277,18.38342294564743,11.382869831629845,6.82340100908139,0.1419488177122166,0.327977992506402,0.024949470446525745,1.3838238665601619,6.934116483589297,1.0763008163495138,2.382041071976158,1.177296240362442,1.8255451886942393,0.22358171726930018
EOG,0.30303787026718265,0.8950264375255594,0.13515411628126953,7.584228977631238,16.115008485491117,24.450415836493633,17.301014519118553,28.380916845886453,0.11837154840768249,0.3220264419848787,0.01683407473904011,0.7334430045746032,1.9442484308027923,0.5617167465106334,2.914082392551032,0.9925985637465694,2.1969955892373902,0.1967681343067145
EFX,0.07470503964047878,0.674348808795661,0.11619116543242611,5.156999713169919,6.911393547157971,4.34070906550414,0.3339409482467885,3.4806514031643068,0.09545409798533905,0.351092493018509,0.0,0.7779302576916066,2.6284359179665984,0.4973617467651415,3.552623949556076,0.357933602503199,1.875268337586626,0.07330429877946339
