,0,1,2,3,4
CERN,0.08694292032705572,0.352517624175581,0.24527623741609728,-0.23723970628265298,-0.6910407351260338
CTXS,0.15631265714794998,-0.11668235807000224,0.44640214970947467,-0.3152458739209468,1.585720833630149
JBHT,1.3262815429754664,-0.24417442103781153,0.1207253687005477,1.4957811715759486,1.2794070595681333
LVS,0.5030527528315334,0.5092422282509593,0.06581148697596007,-0.45308021823740463,0.6954123773300718
MCD,-0.13804514710354185,-0.10202891191936656,0.23133797888113639,-0.12854370480498023,0.47373357323995713
WY,-0.14529285387238697,0.1854417067223924,0.07149809276913138,0.07128940128569455,0.1711752628727851
